,county,deductions_of_all_returns_in_thousands,dependent_exemptions_of_all_returns_in_thousands,income_class,income_class_sort_order,number_of_all_returns,ny_agi_of_all_returns_in_thousands,place_of_residence,place_of_residence_sort_order,resident_type,state,tax_before_credits_of_all_returns_in_thousands,tax_liability_of_all_returns_in_thousands,tax_year,taxable_income_of_all_returns_in_thousands,difference_in_rates,dual_status,expected_rate_per_100,medicaid_county_population,medicaid_ppv_events,observed_rate_per_100,patient_county,risk_adjusted_rate_per_100,year
6232,Jefferson,66860,2860,"10,000 - 19,999",3,7178,106266,Jefferson,28,Full-Year Resident,New York,1488,-1853,2011,36546,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6233,Jefferson,60071,3647,"20,000 - 29,999",4,5677,140359,Jefferson,28,Full-Year Resident,New York,3408,760,2011,76641,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6234,Jefferson,45220,2751,"30,000 - 39,999",5,3930,136728,Jefferson,28,Full-Year Resident,New York,4285,2970,2011,88756,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6235,Jefferson,36755,2251,"40,000 - 49,999",6,2988,133935,Jefferson,28,Full-Year Resident,New York,4835,4099,2011,94929,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6236,Jefferson,31226,1844,"50,000 - 59,999",7,2318,127059,Jefferson,28,Full-Year Resident,New York,4954,4386,2011,93989,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6237,Jefferson,39166,2371,"60,000 - 74,999",8,2767,185051,Jefferson,28,Full-Year Resident,New York,7911,7167,2011,143514,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6238,Jefferson,42467,2681,"75,000 - 99,999",9,2692,231993,Jefferson,28,Full-Year Resident,New York,10794,9944,2011,186846,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6239,Jefferson,43961,2886,"100,000 - 199,999",10,2490,318804,Jefferson,28,Full-Year Resident,New York,17643,16802,2011,271957,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6240,Jefferson,3292,181,"200,000 - 249,999",11,172,37965,Jefferson,28,Full-Year Resident,New York,2364,2168,2011,34492,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6241,Jefferson,4342,192,"250,000 - 499,999",12,186,63127,Jefferson,28,Full-Year Resident,New York,4339,3977,2011,58593,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6242,Jefferson,2552,96,"500,000 and over",13,96,103592,Jefferson,28,Full-Year Resident,New York,9016,7358,2011,100944,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6243,Jefferson,415349,21885,Total,14,41472,1587502,Jefferson,28,Full-Year Resident,New York,71256,56320,2011,1192687,18.36,Total,28.27,24585,11464,46.63,Jefferson,48.68,2011
6244,Lewis,2754,0,"Under 5,000",1,1669,-5555,Lewis,29,Full-Year Resident,New York,6,-229,2011,153,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6245,Lewis,5780,17,"5,000 - 9,999",2,925,6846,Lewis,29,Full-Year Resident,New York,42,-136,2011,1049,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6246,Lewis,14825,555,"10,000 - 19,999",3,1534,22846,Lewis,29,Full-Year Resident,New York,304,-406,2011,7467,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6247,Lewis,14482,854,"20,000 - 29,999",4,1328,32853,Lewis,29,Full-Year Resident,New York,778,118,2011,17518,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6248,Lewis,12764,807,"30,000 - 39,999",5,1087,37942,Lewis,29,Full-Year Resident,New York,1173,742,2011,24371,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6249,Lewis,10761,711,"40,000 - 49,999",6,870,39042,Lewis,29,Full-Year Resident,New York,1395,1052,2011,27570,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6250,Lewis,8883,619,"50,000 - 59,999",7,655,35771,Lewis,29,Full-Year Resident,New York,1368,1135,2011,26269,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6251,Lewis,11246,724,"60,000 - 74,999",8,774,51906,Lewis,29,Full-Year Resident,New York,2184,1908,2011,39936,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6252,Lewis,11808,859,"75,000 - 99,999",9,753,64703,Lewis,29,Full-Year Resident,New York,2995,2655,2011,52035,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6253,Lewis,8532,658,"100,000 - 199,999",10,513,64747,Lewis,29,Full-Year Resident,New York,3594,3323,2011,55557,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6254,Lewis,597,40,"200,000 - 249,999",11,29,6428,Lewis,29,Full-Year Resident,New York,397,389,2011,5792,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6255,Lewis,614,33,"250,000 - 499,999",12,34,10574,Lewis,29,Full-Year Resident,New York,712,608,2011,9927,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6256,Lewis,173,12,"500,000 and over",13,11,14208,Lewis,29,Full-Year Resident,New York,1256,912,2011,14023,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6257,Lewis,103218,5889,Total,14,10182,382310,Lewis,29,Full-Year Resident,New York,16203,12070,2011,281666,10.2,Total,26.87,5386,1997,37.08,Lewis,40.72,2011
6258,Livingston,6739,0,"Under 5,000",1,4283,-5302,Livingston,30,Full-Year Resident,New York,18,-345,2011,459,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6259,Livingston,14932,36,"5,000 - 9,999",2,2448,18162,Livingston,30,Full-Year Resident,New York,128,-314,2011,3194,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6260,Livingston,36818,1266,"10,000 - 19,999",3,3969,58719,Livingston,30,Full-Year Resident,New York,841,-761,2011,20635,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6261,Livingston,32415,1676,"20,000 - 29,999",4,3123,77629,Livingston,30,Full-Year Resident,New York,1957,716,2011,43538,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6262,Livingston,28895,1585,"30,000 - 39,999",5,2618,91075,Livingston,30,Full-Year Resident,New York,2982,2210,2011,60595,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6263,Livingston,25739,1363,"40,000 - 49,999",6,2155,96505,Livingston,30,Full-Year Resident,New York,3600,3143,2011,69403,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6264,Livingston,21632,1168,"50,000 - 59,999",7,1646,90229,Livingston,30,Full-Year Resident,New York,3610,3232,2011,67428,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6265,Livingston,27519,1635,"60,000 - 74,999",8,1905,128095,Livingston,30,Full-Year Resident,New York,5463,4909,2011,98941,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6266,Livingston,35826,2338,"75,000 - 99,999",9,2280,197129,Livingston,30,Full-Year Resident,New York,9196,8316,2011,158965,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6267,Livingston,40035,2668,"100,000 - 199,999",10,2210,281962,Livingston,30,Full-Year Resident,New York,15514,14554,2011,239260,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6268,Livingston,2594,147,"200,000 - 249,999",11,120,26932,Livingston,30,Full-Year Resident,New York,1657,1528,2011,24191,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6269,Livingston,2996,150,"250,000 - 499,999",12,125,41054,Livingston,30,Full-Year Resident,New York,2779,2488,2011,37908,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6270,Livingston,695,24,"500,000 and over",13,35,38540,Livingston,30,Full-Year Resident,New York,3358,2859,2011,37821,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6271,Livingston,276833,14057,Total,14,26917,1140729,Livingston,30,Full-Year Resident,New York,51102,42535,2011,862338,-13.88,Total,28.52,10631,1556,14.64,Livingston,15.15,2011
6272,Madison,7382,0,"Under 5,000",1,4462,-24935,Madison,31,Full-Year Resident,New York,17,-471,2011,429,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6273,Madison,16146,58,"5,000 - 9,999",2,2588,19351,Madison,31,Full-Year Resident,New York,126,-376,2011,3147,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6274,Madison,40840,1459,"10,000 - 19,999",3,4397,65690,Madison,31,Full-Year Resident,New York,953,-924,2011,23390,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6275,Madison,37556,2123,"20,000 - 29,999",4,3651,90511,Madison,31,Full-Year Resident,New York,2282,616,2011,50832,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6276,Madison,32179,1730,"30,000 - 39,999",5,2875,99967,Madison,31,Full-Year Resident,New York,3239,2399,2011,66058,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6277,Madison,26620,1398,"40,000 - 49,999",6,2164,96992,Madison,31,Full-Year Resident,New York,3552,3079,2011,68974,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6278,Madison,22478,1280,"50,000 - 59,999",7,1694,92875,Madison,31,Full-Year Resident,New York,3675,3271,2011,69118,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6279,Madison,29020,1617,"60,000 - 74,999",8,1959,131391,Madison,31,Full-Year Resident,New York,5557,5001,2011,100754,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6280,Madison,35480,2298,"75,000 - 99,999",9,2238,193397,Madison,31,Full-Year Resident,New York,9023,8347,2011,155619,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6281,Madison,45971,2849,"100,000 - 199,999",10,2408,313845,Madison,31,Full-Year Resident,New York,17278,16411,2011,265025,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6282,Madison,4207,219,"200,000 - 249,999",11,184,40630,Madison,31,Full-Year Resident,New York,2481,2323,2011,36204,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6283,Madison,6248,268,"250,000 - 499,999",12,248,82660,Madison,31,Full-Year Resident,New York,5617,5106,2011,76145,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6284,Madison,2647,135,"500,000 and over",13,109,116879,Madison,31,Full-Year Resident,New York,10186,8934,2011,114097,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6285,Madison,306774,15434,Total,14,28977,1319254,Madison,31,Full-Year Resident,New York,63986,53715,2011,1029793,5.26,Total,27.82,14511,4800,33.08,Madison,35.1,2011
6286,Monroe,87968,0,"Under 5,000",1,53889,-70237,Monroe,32,Full-Year Resident,New York,225,-3840,2011,5611,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6287,Monroe,198486,765,"5,000 - 9,999",2,32218,239235,Monroe,32,Full-Year Resident,New York,1600,-5428,2011,39984,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6288,Monroe,464262,20029,"10,000 - 19,999",3,51324,759517,Monroe,32,Full-Year Resident,New York,11221,-11621,2011,275227,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6289,Monroe,433850,24074,"20,000 - 29,999",4,43230,1071930,Monroe,32,Full-Year Resident,New York,27650,8887,2011,614005,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6290,Monroe,341082,16789,"30,000 - 39,999",5,31743,1103132,Monroe,32,Full-Year Resident,New York,37183,29015,2011,745261,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6291,Monroe,281974,13058,"40,000 - 49,999",6,24096,1080147,Monroe,32,Full-Year Resident,New York,41510,37097,2011,785115,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6292,Monroe,246107,11627,"50,000 - 59,999",7,19140,1048829,Monroe,32,Full-Year Resident,New York,43177,39687,2011,791095,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6293,Monroe,313353,16458,"60,000 - 74,999",8,21598,1450906,Monroe,32,Full-Year Resident,New York,62808,58318,2011,1121095,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6294,Monroe,419990,24798,"75,000 - 99,999",9,25794,2232694,Monroe,32,Full-Year Resident,New York,104126,97252,2011,1787906,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6295,Monroe,627584,37792,"100,000 - 199,999",10,31767,4207885,Monroe,32,Full-Year Resident,New York,231941,223506,2011,3542509,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6296,Monroe,73108,3538,"200,000 - 249,999",11,3006,666970,Monroe,32,Full-Year Resident,New York,40464,39216,2011,590324,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6297,Monroe,105980,5137,"250,000 - 499,999",12,3998,1329404,Monroe,32,Full-Year Resident,New York,89764,85513,2011,1218287,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6298,Monroe,55543,1858,"500,000 and over",13,1523,1929420,Monroe,32,Full-Year Resident,New York,167236,150182,2011,1872019,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6299,Monroe,3649287,175923,Total,14,343326,17049833,Monroe,32,Full-Year Resident,New York,858905,747784,2011,13388438,-10.86,Total,32.07,165402,35077,21.21,Monroe,19.52,2011
6300,Montgomery,6183,0,"Under 5,000",1,3901,-6628,Montgomery,33,Full-Year Resident,New York,10,-526,2011,250,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6301,Montgomery,14966,36,"5,000 - 9,999",2,2306,17337,Montgomery,33,Full-Year Resident,New York,93,-546,2011,2335,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6302,Montgomery,36867,1842,"10,000 - 19,999",3,3866,57301,Montgomery,33,Full-Year Resident,New York,756,-1316,2011,18592,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6303,Montgomery,34517,2228,"20,000 - 29,999",4,3335,83048,Montgomery,33,Full-Year Resident,New York,2065,432,2011,46303,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6304,Montgomery,29483,1793,"30,000 - 39,999",5,2675,92926,Montgomery,33,Full-Year Resident,New York,3027,2193,2011,61650,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6305,Montgomery,21146,1144,"40,000 - 49,999",6,1763,78845,Montgomery,33,Full-Year Resident,New York,2940,2479,2011,56555,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6306,Montgomery,17323,955,"50,000 - 59,999",7,1337,73281,Montgomery,33,Full-Year Resident,New York,2955,2650,2011,55003,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6307,Montgomery,22229,1253,"60,000 - 74,999",8,1539,103141,Montgomery,33,Full-Year Resident,New York,4425,4052,2011,79659,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6308,Montgomery,26081,1512,"75,000 - 99,999",9,1649,141706,Montgomery,33,Full-Year Resident,New York,6619,6160,2011,114113,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6309,Montgomery,27519,1594,"100,000 - 199,999",10,1482,189870,Montgomery,33,Full-Year Resident,New York,10449,9972,2011,160757,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6310,Montgomery,1282,64,"200,000 - 249,999",11,65,14476,Montgomery,33,Full-Year Resident,New York,900,823,2011,13130,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6311,Montgomery,1482,50,"250,000 - 499,999",12,67,21875,Montgomery,33,Full-Year Resident,New York,1489,1398,2011,20343,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6312,Montgomery,969,25,"500,000 and over",13,29,26794,Montgomery,33,Full-Year Resident,New York,2310,1955,2011,25800,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6313,Montgomery,240048,12496,Total,14,24014,893973,Montgomery,33,Full-Year Resident,New York,38038,29726,2011,654490,10.75,Total,29.28,15186,6078,40.02,Montgomery,40.35,2011
6314,Nassau,148488,9,"Under 5,000",1,98691,-2170520,Nassau,34,Full-Year Resident,New York,402,-4117,2011,10038,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6315,Nassau,293056,781,"5,000 - 9,999",2,48685,361712,Nassau,34,Full-Year Resident,New York,2716,-4099,2011,67876,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6316,Nassau,712229,23621,"10,000 - 19,999",3,76144,1126006,Nassau,34,Full-Year Resident,New York,15959,-10681,2011,390157,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6317,Nassau,685786,29508,"20,000 - 29,999",4,59501,1472913,Nassau,34,Full-Year Resident,New York,34001,11943,2011,757619,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6318,Nassau,631673,26507,"30,000 - 39,999",5,49181,1714339,Nassau,34,Full-Year Resident,New York,52371,39486,2011,1056159,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6319,Nassau,575669,22413,"40,000 - 49,999",6,40762,1828345,Nassau,34,Full-Year Resident,New York,65021,57774,2011,1230264,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6320,Nassau,544535,20378,"50,000 - 59,999",7,35012,1919765,Nassau,34,Full-Year Resident,New York,74600,68470,2011,1354852,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6321,Nassau,759884,28887,"60,000 - 74,999",8,42967,2890191,Nassau,34,Full-Year Resident,New York,119670,112065,2011,2101420,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6322,Nassau,1161867,46336,"75,000 - 99,999",9,55024,4777939,Nassau,34,Full-Year Resident,New York,210334,198727,2011,3569735,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6323,Nassau,2858405,121470,"100,000 - 199,999",10,102837,14262484,Nassau,34,Full-Year Resident,New York,746468,721168,2011,11282610,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6324,Nassau,516626,21775,"200,000 - 249,999",11,16417,3643838,Nassau,34,Full-Year Resident,New York,212851,206090,2011,3105437,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6325,Nassau,732630,30024,"250,000 - 499,999",12,21753,7326880,Nassau,34,Full-Year Resident,New York,483505,466092,2011,6564226,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6326,Nassau,427163,17396,"500,000 and over",13,11944,18367759,Nassau,34,Full-Year Resident,New York,1603382,1517959,2011,17923200,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6327,Nassau,10048010,389104,Total,14,658918,57521651,Nassau,34,Full-Year Resident,New York,3621281,3380879,2011,49413592,-6.66,Total,30.43,180266,42849,23.77,Nassau,23.06,2011
6328,Niagara,26517,0,"Under 5,000",1,16610,-16533,Niagara,35,Full-Year Resident,New York,58,-1390,2011,1457,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6329,Niagara,61796,146,"5,000 - 9,999",2,10101,75389,Niagara,35,Full-Year Resident,New York,538,-1458,2011,13447,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6330,Niagara,145339,5360,"10,000 - 19,999",3,16284,239796,Niagara,35,Full-Year Resident,New York,3639,-2626,2011,89097,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6331,Niagara,125063,6310,"20,000 - 29,999",4,12498,309907,Niagara,35,Full-Year Resident,New York,8051,3346,2011,178534,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6332,Niagara,101907,5257,"30,000 - 39,999",5,9448,327978,Niagara,35,Full-Year Resident,New York,10913,8539,2011,220814,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6333,Niagara,82222,4309,"40,000 - 49,999",6,7053,315470,Niagara,35,Full-Year Resident,New York,11920,10571,2011,228939,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6334,Niagara,71132,3906,"50,000 - 59,999",7,5558,304656,Niagara,35,Full-Year Resident,New York,12328,11243,2011,229618,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6335,Niagara,91008,5421,"60,000 - 74,999",8,6451,433644,Niagara,35,Full-Year Resident,New York,18726,17236,2011,337215,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6336,Niagara,116758,7461,"75,000 - 99,999",9,7508,647941,Niagara,35,Full-Year Resident,New York,30376,28432,2011,523721,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6337,Niagara,136533,9078,"100,000 - 199,999",10,7568,972760,Niagara,35,Full-Year Resident,New York,53756,51751,2011,827149,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6338,Niagara,8871,506,"200,000 - 249,999",11,397,87123,Niagara,35,Full-Year Resident,New York,5328,5109,2011,77746,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6339,Niagara,10844,439,"250,000 - 499,999",12,419,140437,Niagara,35,Full-Year Resident,New York,9531,9087,2011,129154,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6340,Niagara,4854,141,"500,000 and over",13,155,295160,Niagara,35,Full-Year Resident,New York,25972,23402,2011,290165,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6341,Niagara,982842,48335,Total,14,100050,4133726,Niagara,35,Full-Year Resident,New York,191137,163242,2011,3147055,-2.26,Total,29.89,46916,12966,27.64,Niagara,27.29,2011
6342,Oneida,28662,1,"Under 5,000",1,17595,-11008,Oneida,36,Full-Year Resident,New York,57,-1576,2011,1428,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6343,Oneida,62861,236,"5,000 - 9,999",2,10025,74192,Oneida,36,Full-Year Resident,New York,444,-1908,2011,11095,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6344,Oneida,152731,6826,"10,000 - 19,999",3,16373,243025,Oneida,36,Full-Year Resident,New York,3399,-4553,2011,83468,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6345,Oneida,142578,8701,"20,000 - 29,999",4,13904,344574,Oneida,36,Full-Year Resident,New York,8659,2208,2011,193295,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6346,Oneida,107741,5908,"30,000 - 39,999",5,9915,344565,Oneida,36,Full-Year Resident,New York,11376,8486,2011,230916,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6347,Oneida,83562,4459,"40,000 - 49,999",6,7101,317416,Oneida,36,Full-Year Resident,New York,11926,10448,2011,229395,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6348,Oneida,71633,4001,"50,000 - 59,999",7,5633,308948,Oneida,36,Full-Year Resident,New York,12562,11416,2011,233313,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6349,Oneida,88827,5332,"60,000 - 74,999",8,6327,425245,Oneida,36,Full-Year Resident,New York,18443,16952,2011,331085,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6350,Oneida,103867,6491,"75,000 - 99,999",9,6672,575286,Oneida,36,Full-Year Resident,New York,26999,25095,2011,464928,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6351,Oneida,124292,8055,"100,000 - 199,999",10,6904,891548,Oneida,36,Full-Year Resident,New York,49401,47542,2011,759202,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6352,Oneida,10530,552,"200,000 - 249,999",11,476,105555,Oneida,36,Full-Year Resident,New York,6476,6252,2011,94473,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6353,Oneida,16032,674,"250,000 - 499,999",12,629,210267,Oneida,36,Full-Year Resident,New York,14258,13580,2011,193561,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6354,Oneida,6334,324,"500,000 and over",13,261,268468,Oneida,36,Full-Year Resident,New York,23387,19682,2011,261810,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6355,Oneida,999651,51561,Total,14,101815,4098080,Oneida,36,Full-Year Resident,New York,187387,153624,2011,3087968,3.86,Total,28.08,63281,20209,31.94,Oneida,33.57,2011
6356,Onondaga,54133,1,"Under 5,000",1,32833,-61533,Onondaga,37,Full-Year Resident,New York,131,-2339,2011,3277,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6357,Onondaga,119333,588,"5,000 - 9,999",2,19276,142934,Onondaga,37,Full-Year Resident,New York,921,-3445,2011,23012,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6358,Onondaga,281297,12443,"10,000 - 19,999",3,30860,457235,Onondaga,37,Full-Year Resident,New York,6662,-7505,2011,163495,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6359,Onondaga,252410,14600,"20,000 - 29,999",4,25132,623852,Onondaga,37,Full-Year Resident,New York,16067,5172,2011,356841,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6360,Onondaga,210229,11057,"30,000 - 39,999",5,19645,682934,Onondaga,37,Full-Year Resident,New York,22980,17697,2011,461649,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6361,Onondaga,171274,8344,"40,000 - 49,999",6,14767,661128,Onondaga,37,Full-Year Resident,New York,25406,22638,2011,481510,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6362,Onondaga,152796,7710,"50,000 - 59,999",7,12036,659932,Onondaga,37,Full-Year Resident,New York,27236,24906,2011,499426,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6363,Onondaga,191620,10340,"60,000 - 74,999",8,13639,915655,Onondaga,37,Full-Year Resident,New York,40157,37033,2011,713695,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6364,Onondaga,257244,15510,"75,000 - 99,999",9,16089,1392753,Onondaga,37,Full-Year Resident,New York,65349,60914,2011,1119999,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6365,Onondaga,391904,24052,"100,000 - 199,999",10,20187,2675912,Onondaga,37,Full-Year Resident,New York,148030,141903,2011,2259956,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6366,Onondaga,45361,2237,"200,000 - 249,999",11,1969,436974,Onondaga,37,Full-Year Resident,New York,26690,25779,2011,389376,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6367,Onondaga,63189,3026,"250,000 - 499,999",12,2371,795453,Onondaga,37,Full-Year Resident,New York,53789,48623,2011,729238,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6368,Onondaga,26991,1220,"500,000 and over",13,949,1099616,Onondaga,37,Full-Year Resident,New York,95665,76794,2011,1071405,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6369,Onondaga,2217782,111128,Total,14,209753,10482846,Onondaga,37,Full-Year Resident,New York,529083,448169,2011,8272879,-3.9,Total,30.26,100862,26588,26.36,Onondaga,25.71,2011
6370,Ontario,13049,0,"Under 5,000",1,8080,-12962,Ontario,38,Full-Year Resident,New York,32,-609,2011,796,-15.49,Total,28.82,18087,2412,13.34,Ontario,13.66,2011
6371,Ontario,27909,71,"5,000 - 9,999",2,4632,34255,Ontario,38,Full-Year Resident,New York,251,-551,2011,6274,-15.49,Total,28.82,18087,2412,13.34,Ontario,13.66,2011
6372,Ontario,68691,2405,"10,000 - 19,999",3,7501,111107,Ontario,38,Full-Year Resident,New York,1631,-1297,2011,40012,-15.49,Total,28.82,18087,2412,13.34,Ontario,13.66,2011
